Team,Position,Shirt number,Name,Minutes played,Games played,Full games played,Games started,Games where substituted,Yellow Cards,Red Cards,Second Yellows,Goals scored,Penalties scored,Own goals,Goals conceded while player on pitch,Tackles,Interceptions,Recoveries,Clearances,Successful tackles,Unssuccessful tackles,Last man,Successful duels,Duels lost,Successful aerial challenges,Unsuccessful aerial challenges,Offsides,Fouls suffered,Fouls committed,Penalties won,Penalties given away,Handballs committed,Fouls committed per card,Shots,Shots on target,Assists,Successful dribbles,Unsuccessful dribbles,Goals scored,From inside the area,From outside the area,Goals with left foot,Goals with right foot,Penalties scored,Goals scored with header,Goals from set piece,Crosses,Corners,Tackles,Duels,Man-to-man duels,Aerial duels,Passes,Short passes,Long passes,Through balls,Goals scored per attempt
Sevilla FC,Midfielder,16,J. Navas,2.712,32,28,31,4,8,0,0,1,0,0,42,5,30,172,52,21,7,0,92,41,16,42,8,31,12,0,0,0,8,28,12,5,34,10,1,0,0,1,0,0,0,0,194,1,28,191,133,58,1.418,1.21,205,3,1
Sevilla FC,Midfielder,17,Sarabia,2.728,33,23,30,10,9,0,0,12,1,0,36,3,22,141,16,15,15,0,104,148,11,37,18,48,45,0,0,4,15,62,31,13,27,36,12,0,5,5,1,2,0,0,118,97,31,300,252,48,1.208,1.131,73,4,6
Sevilla FC,Midfielder,20,Marko Rog,354,10,0,4,10,5,0,0,0,0,0,5,0,8,37,1,11,1,0,32,23,11,11,0,11,14,0,0,1,11,1,0,0,11,3,0,0,0,0,0,0,0,0,1,1,12,77,55,22,206,200,5,1,0
Sevilla FC,Midfielder,22,Vázquez,2.287,34,13,26,21,8,1,0,3,0,0,28,2,24,153,25,37,15,0,160,180,67,56,4,71,52,0,1,1,21,33,8,4,44,31,2,1,2,1,0,0,0,0,25,1,52,463,340,123,1.068,982,77,9,2
Sevilla FC,Midfielder,41,Bryan Gil Salvatierra,157,11,0,0,11,0,0,0,1,0,0,3,0,1,11,0,4,2,0,23,24,0,2,0,8,3,0,0,0,0,2,1,1,9,12,1,0,1,0,0,0,0,0,9,0,6,49,47,2,65,61,4,0,1
Sevilla FC,Forward,8,Nolito,73,4,0,1,4,0,0,0,0,0,0,2,0,0,2,1,2,1,0,5,7,0,2,1,1,2,0,0,0,0,2,1,0,1,3,0,0,0,0,0,0,0,0,1,0,3,14,12,2,27,25,2,0,0
Sevilla FC,Forward,9,Ben Yedder,2.819,35,21,31,14,4,0,0,18,2,0,33,0,11,93,2,16,2,0,87,104,40,95,30,24,26,0,0,2,4,64,38,9,46,35,17,1,8,8,2,2,0,0,27,0,19,326,191,135,755,709,37,9,7
Sevilla FC,Forward,12,André Silva,2.163,27,18,25,9,4,0,0,9,0,0,27,1,3,57,32,5,3,0,49,128,67,96,17,28,42,2,0,4,8,48,27,0,14,29,9,0,3,5,0,1,0,0,11,0,8,340,177,163,538,523,10,5,4
Sevilla FC,Forward,19,Munir,1.192,23,6,13,17,2,0,0,6,0,0,22,0,6,38,9,13,7,0,59,51,19,32,13,26,19,0,0,1,3,27,12,2,14,11,6,0,5,0,0,1,0,0,19,4,20,161,110,51,376,359,15,2,4
Sevilla FC,Forward,21,Promes,1.569,33,11,15,22,2,0,0,2,0,0,28,3,25,112,19,25,10,0,74,66,21,22,9,13,24,1,0,0,5,19,6,3,28,20,2,0,0,2,0,0,0,0,54,10,35,183,140,43,757,700,56,1,1
Valencia CF,Goalkeeper,1,Domenech,360,4,4,4,0,0,0,0,0,0,0,1,0,0,34,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,73,14,59,0,0
Valencia CF,Goalkeeper,13,Neto,3.06,34,34,34,0,2,0,0,0,0,0,34,0,1,272,19,0,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,4,691,160,531,0,0
Valencia CF,Defender,4,Roncaglia,1.674,19,16,19,3,6,1,1,0,0,0,25,7,30,110,63,32,16,0,65,38,35,26,0,14,22,0,0,3,12,4,0,0,3,1,0,0,0,0,0,0,0,0,8,0,48,164,103,61,806,714,92,0,0
Valencia CF,Defender,5,Gabriel Paulista,2.625,30,28,30,2,6,0,0,0,0,0,28,21,70,158,156,16,13,0,57,41,64,28,1,30,25,0,1,1,9,8,2,1,2,3,0,0,0,0,0,0,0,0,0,0,29,190,98,92,1.298,1.107,191,0,0
Valencia CF,Defender,12,Diakhaby,1.574,22,16,16,6,9,0,0,2,0,0,18,16,20,96,94,8,6,0,28,26,36,33,1,9,24,0,2,4,17,8,4,0,5,2,2,0,0,0,0,2,0,0,0,0,14,123,54,69,696,603,93,0,2
Valencia CF,Defender,14,Gayá,3.138,35,34,35,1,10,0,0,1,0,0,30,6,43,192,96,59,24,1,175,111,34,44,3,55,35,1,1,4,17,12,3,1,37,30,1,0,1,0,0,0,0,0,97,0,83,364,286,78,1.451,1.286,165,0,1
Valencia CF,Defender,15,Lato,270,4,2,3,2,1,0,0,0,0,0,5,3,6,19,10,4,2,0,8,9,0,7,0,2,4,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,6,24,17,7,141,127,14,0,0
Valencia CF,Defender,21,Piccini ,1.868,23,19,21,4,3,0,0,1,0,0,22,7,27,120,57,23,9,0,76,67,26,21,0,14,18,0,0,1,9,9,3,0,30,26,1,0,1,0,0,0,0,0,40,0,32,190,143,47,771,691,79,1,1
Valencia CF,Defender,24,Garay,2.137,24,23,24,1,4,0,0,2,0,0,23,23,17,89,137,17,3,0,32,25,73,44,0,13,19,0,1,0,6,10,6,0,2,0,2,0,0,1,0,1,0,0,2,0,20,174,57,117,1.07,876,193,1,2
Valencia CF,Defender,36,Hugo Guillamón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia CF,Midfielder,6,Kondogbia,1.244,19,10,14,9,1,0,0,1,0,0,13,7,27,100,22,33,14,0,86,57,25,28,0,19,21,0,0,1,3,16,5,1,21,2,1,0,0,0,0,1,0,0,0,0,47,196,143,53,744,641,99,4,1
Valencia CF,Midfielder,7,Gonçalo Guedes,1.469,25,5,18,20,2,0,0,5,0,0,10,0,7,82,2,13,18,0,117,90,9,11,7,50,19,0,0,2,3,27,14,3,36,20,3,2,0,5,0,0,0,0,49,3,31,227,207,20,598,554,39,5,3
Valencia CF,Midfielder,8,Carlos Soler,2.466,31,18,27,13,9,0,0,2,0,1,26,6,19,149,32,28,14,0,112,157,25,28,1,50,52,1,1,2,24,29,14,6,22,31,2,0,0,2,0,0,0,1,58,9,42,322,269,53,902,828,70,4,2
Valencia CF,Midfielder,10,Parejo,3.062,36,32,35,4,6,1,0,9,5,0,31,7,46,270,23,42,31,0,161,120,31,20,0,54,27,0,0,2,8,36,21,7,36,14,7,2,1,8,5,0,1,0,50,170,73,332,281,51,2.215,1.934,275,6,6
Valencia CF,Midfielder,11,Chéryshev,1.709,27,9,19,18,2,0,0,2,0,0,19,3,15,113,11,32,14,0,81,91,35,44,10,19,42,0,0,4,6,23,6,2,18,19,2,0,1,0,0,1,0,0,95,0,46,251,172,79,606,547,58,1,1
Valencia CF,Midfielder,16,Lee Kang-In,21,3,0,0,3,1,0,0,0,0,0,0,0,1,2,0,0,2,0,2,4,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,6,0,13,11,1,1,0
Valencia CF,Midfielder,17,Coquelin,1.766,26,9,20,17,5,0,0,0,0,0,15,5,49,162,28,31,15,0,102,69,35,21,0,29,22,0,0,1,9,9,3,1,27,6,0,0,0,0,0,0,0,0,1,0,46,227,171,56,967,851,111,5,0
Valencia CF,Midfielder,18,Wass,2.355,32,18,26,14,4,0,0,1,0,1,27,4,34,130,42,25,10,0,83,65,43,54,2,42,28,1,0,0,6,18,4,3,9,7,1,0,0,1,0,0,0,1,61,12,35,245,148,97,1.148,1.037,107,4,1
Valencia CF,Midfielder,37,Fran Navarro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia CF,Forward,9,Gameiro,1.605,33,7,16,26,1,0,0,6,0,0,18,2,5,43,3,9,5,0,37,57,11,43,17,12,11,1,0,0,2,29,15,1,11,14,6,0,1,4,0,1,0,0,10,0,14,148,94,54,422,408,12,2,6
Valencia CF,Forward,19,Rodrigo,2.534,33,20,29,13,3,1,1,8,0,0,23,1,3,74,17,10,11,0,103,102,49,78,14,41,23,1,0,2,5,69,31,6,42,33,8,0,5,2,0,1,0,0,30,2,21,332,205,127,829,768,54,7,4
Valencia CF,Forward,20,Ferrán,843,24,1,8,23,5,0,0,2,0,0,8,1,10,50,8,8,7,0,39,46,30,21,1,10,18,0,0,2,7,14,6,1,14,9,2,0,0,2,0,0,0,0,34,0,15,136,85,51,292,270,20,2,2
Valencia CF,Forward,22,S. Mina,1.858,30,9,23,21,4,0,0,7,0,0,21,2,4,53,18,10,7,0,68,124,42,76,13,41,40,1,0,2,6,38,22,5,12,19,7,0,2,3,0,2,0,0,9,0,17,310,192,118,463,436,24,3,3
Valencia CF,Forward,23,Sobrino,1.155,24,4,12,20,3,0,0,3,0,0,16,2,3,34,11,14,8,0,51,77,33,57,4,16,34,0,0,0,7,19,6,1,17,16,2,1,2,0,0,1,0,0,8,0,22,218,128,90,281,270,10,1,2
Villarreal CF,Goalkeeper,1,S. Asenjo ,2.88,32,32,32,0,0,0,0,0,0,0,45,0,3,248,37,0,0,0,2,0,8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,10,686,213,473,0,0
Villarreal CF,Goalkeeper,13,Andrés Fdez,540,6,6,6,0,2,0,0,0,0,0,7,0,0,48,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,171,66,105,0,0
Villarreal CF,Goalkeeper,25,Barbosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villarreal CF,Defender,,Quintillà,628,7,6,7,1,1,0,0,0,0,0,10,2,8,29,13,4,6,0,10,14,3,9,0,0,7,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,19,0,10,36,24,12,279,256,23,0,0
Villarreal CF,Defender,2,Mario Gaspar,2.601,31,26,30,5,15,1,1,1,0,0,36,11,42,118,83,43,20,0,85,94,54,52,1,12,50,0,2,2,34,16,8,2,11,16,1,0,0,1,0,0,0,0,49,0,63,285,179,106,1.053,937,116,0,1
Villarreal CF,Defender,3,Álvaro ,2.965,33,31,33,2,13,2,2,1,0,0,45,24,37,128,175,35,14,1,75,40,85,47,1,32,28,0,1,0,20,13,2,2,0,1,1,0,0,0,0,1,0,0,14,0,49,247,115,132,1.496,1.197,299,0,1
Villarreal CF,Defender,4,Funes Mori,2.628,31,27,29,4,14,0,0,2,0,1,36,24,45,175,145,29,12,0,67,63,70,27,2,22,32,0,0,1,23,15,6,1,7,3,2,0,0,0,0,2,0,1,6,0,41,227,130,97,1.212,947,264,1,1
Villarreal CF,Defender,6,Víctor Ruiz,1.976,22,21,22,1,10,0,0,0,0,0,31,16,38,117,62,19,9,0,46,33,48,31,1,10,29,0,1,1,18,6,1,0,9,1,0,0,0,0,0,0,0,0,4,0,28,158,79,79,1.197,1.027,170,0,0
Villarreal CF,Defender,11,J. Costa,1.498,21,12,18,9,6,0,0,1,0,1,22,3,21,82,44,21,12,0,65,38,26,25,0,23,20,0,0,1,12,9,2,0,10,4,1,0,1,0,0,0,0,1,44,0,33,154,103,51,778,684,92,2,1
Villarreal CF,Defender,15,Miguelón,543,8,3,5,5,1,0,0,0,0,0,9,2,12,30,13,14,7,0,36,34,5,8,0,10,14,0,0,0,1,2,0,0,5,6,0,0,0,0,0,0,0,0,20,0,21,83,70,13,163,144,19,0,0
Villarreal CF,Defender,23,Bonera,233,5,1,4,4,1,0,0,0,0,1,5,5,4,9,10,2,0,0,2,2,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,4,4,93,81,12,0,0
Villarreal CF,Midfielder,,Manuel Morlanes,611,10,1,7,9,2,0,0,0,0,0,11,3,5,48,9,11,10,0,33,32,10,9,0,6,13,0,0,0,4,2,0,3,7,1,0,0,0,0,0,0,0,0,2,0,21,84,65,19,320,289,28,3,0
Villarreal CF,Midfielder,5,Cáseres,1.588,23,10,17,13,10,0,0,0,0,0,26,9,14,98,23,35,32,0,91,75,25,42,0,13,34,0,0,0,13,4,1,1,11,4,0,0,0,0,0,0,0,0,0,0,67,233,166,67,862,772,88,2,0
Villarreal CF,Midfielder,8,P. Fornals,2.483,35,19,28,16,4,0,0,2,0,0,38,4,24,163,16,26,23,0,128,142,22,65,4,43,31,0,0,2,8,43,17,3,38,25,1,1,0,2,0,0,0,0,28,10,49,357,270,87,1.13,1.034,85,11,1
Villarreal CF,Midfielder,10,Iborra,1.667,19,17,19,2,7,0,0,3,0,0,27,7,22,119,41,18,13,0,70,72,87,63,2,37,29,0,0,4,17,16,7,1,7,10,3,0,2,0,0,1,0,0,1,0,31,292,142,150,791,731,55,5,2
Villarreal CF,Midfielder,14,M. Trigueros,1.547,24,11,18,13,3,0,0,0,0,0,18,6,16,106,16,35,11,0,72,89,18,19,1,22,36,0,1,0,8,11,1,0,6,2,0,0,0,0,0,0,0,0,17,15,46,198,161,37,983,887,93,3,0
Villarreal CF,Midfielder,16,Pedraza,2.087,34,17,22,17,3,0,0,3,0,0,41,7,29,105,43,44,15,0,103,122,27,31,7,12,42,0,0,1,2,24,13,3,32,28,3,0,3,0,0,0,0,0,95,0,59,283,225,58,710,648,59,3,2
Villarreal CF,Midfielder,18,Javi Fuego,234,5,0,3,5,1,0,0,0,0,0,4,0,3,15,9,3,3,0,12,14,4,3,0,5,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,33,26,7,144,129,15,0,0
Villarreal CF,Midfielder,19,S. Cazorla,2.651,35,21,30,14,2,0,0,4,2,0,42,6,28,201,14,34,35,0,174,142,10,33,0,58,22,0,0,2,4,22,11,10,48,24,4,0,0,3,2,1,0,0,57,114,69,359,316,43,1.573,1.374,191,8,3
Villarreal CF,Midfielder,21,Bruno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villarreal CF,Midfielder,22,Raba,186,8,1,2,7,0,0,0,0,0,0,4,0,1,17,0,5,1,0,9,19,3,1,0,4,5,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,2,4,6,32,28,4,93,83,10,0,0
Villarreal CF,Midfielder,30,Samuel Chukwueze,1.708,26,8,19,18,2,0,0,5,0,0,26,2,10,102,1,11,8,0,91,115,15,30,19,20,20,0,0,1,2,42,23,2,52,43,4,1,5,0,0,0,0,0,24,2,20,251,206,45,504,465,37,2,2
Villarreal CF,Midfielder,37,Iván Martín,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villarreal CF,Midfielder,42,Andrei Ratiu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villarreal CF,Forward,7,Gerard,2.317,35,16,25,19,3,0,0,8,0,0,32,9,9,89,38,12,11,0,88,131,63,62,21,37,39,0,0,2,7,54,33,1,32,32,7,1,5,1,0,2,0,0,19,0,23,344,219,125,740,676,59,5,6
Villarreal CF,Forward,9,Bacca,1.259,33,2,12,31,3,0,0,6,1,0,17,0,8,30,5,2,2,0,24,56,22,25,15,9,19,1,0,1,4,22,15,1,12,7,6,0,0,4,1,2,1,0,6,1,4,127,80,47,270,252,16,2,5
Villarreal CF,Forward,17,Toko Ekambi,2.148,34,11,24,23,5,0,0,10,0,0,28,0,11,63,9,8,3,0,91,96,33,48,20,29,27,2,0,5,10,49,32,1,52,38,9,1,1,9,0,0,0,0,31,0,11,268,187,81,501,477,23,1,5
